threshold,precision,recall,f1,false_positive_rate,false_negative_rate,tp,fp,tn,fn
0.33999999999999997,0.9613445378151261,0.9727891156462585,0.967032967032967,0.03112313937753721,0.027210884353741496,572.0,23.0,716.0,16.0
0.3449999999999999,0.9613445378151261,0.9727891156462585,0.967032967032967,0.03112313937753721,0.027210884353741496,572.0,23.0,716.0,16.0
0.3453355794651699,0.9613445378151261,0.9727891156462585,0.967032967032967,0.03112313937753721,0.027210884353741496,572.0,23.0,716.0,16.0
0.3499999999999999,0.9612141652613828,0.9693877551020408,0.9652836579170194,0.03112313937753721,0.030612244897959183,570.0,23.0,716.0,18.0
0.3549999999999999,0.9612141652613828,0.9693877551020408,0.9652836579170194,0.03112313937753721,0.030612244897959183,570.0,23.0,716.0,18.0
0.35999999999999993,0.9612141652613828,0.9693877551020408,0.9652836579170194,0.03112313937753721,0.030612244897959183,570.0,23.0,716.0,18.0
0.36499999999999994,0.9612141652613828,0.9693877551020408,0.9652836579170194,0.03112313937753721,0.030612244897959183,570.0,23.0,716.0,18.0
0.3671400204797683,0.9612141652613828,0.9693877551020408,0.9652836579170194,0.03112313937753721,0.030612244897959183,570.0,23.0,716.0,18.0
0.36999999999999994,0.9611486486486487,0.967687074829932,0.964406779661017,0.03112313937753721,0.03231292517006803,569.0,23.0,716.0,19.0
0.37499999999999994,0.9611486486486487,0.967687074829932,0.964406779661017,0.03112313937753721,0.03231292517006803,569.0,23.0,716.0,19.0
0.3774538083295678,0.9611486486486487,0.967687074829932,0.964406779661017,0.03112313937753721,0.03231292517006803,569.0,23.0,716.0,19.0
0.37999999999999995,0.961082910321489,0.9659863945578231,0.9635284139100933,0.03112313937753721,0.034013605442176874,568.0,23.0,716.0,20.0
0.38343535153978703,0.961082910321489,0.9659863945578231,0.9635284139100933,0.03112313937753721,0.034013605442176874,568.0,23.0,716.0,20.0
0.38499999999999995,0.9610169491525423,0.9642857142857143,0.9626485568760611,0.03112313937753721,0.03571428571428571,567.0,23.0,716.0,21.0
0.38999999999999996,0.9610169491525423,0.9642857142857143,0.9626485568760611,0.03112313937753721,0.03571428571428571,567.0,23.0,716.0,21.0
0.39104667698810275,0.9610169491525423,0.9642857142857143,0.9626485568760611,0.03112313937753721,0.03571428571428571,567.0,23.0,716.0,21.0
0.39499999999999996,0.9608843537414966,0.9608843537414966,0.9608843537414966,0.03112313937753721,0.0391156462585034,565.0,23.0,716.0,23.0
0.3999999999999999,0.9608843537414966,0.9608843537414966,0.9608843537414966,0.03112313937753721,0.0391156462585034,565.0,23.0,716.0,23.0
0.4049999999999999,0.9608843537414966,0.9608843537414966,0.9608843537414966,0.03112313937753721,0.0391156462585034,565.0,23.0,716.0,23.0
0.40582533030383905,0.9608843537414966,0.9608843537414966,0.9608843537414966,0.03112313937753721,0.0391156462585034,565.0,23.0,716.0,23.0
0.4099999999999999,0.9608177172061328,0.9591836734693877,0.96,0.03112313937753721,0.04081632653061224,564.0,23.0,716.0,24.0
0.41310711381429216,0.9608177172061328,0.9591836734693877,0.96,0.03112313937753721,0.04081632653061224,564.0,23.0,716.0,24.0
0.4149999999999999,0.962457337883959,0.9591836734693877,0.9608177172061328,0.029769959404600813,0.04081632653061224,564.0,22.0,717.0,24.0
0.4161847324396802,0.962457337883959,0.9591836734693877,0.9608177172061328,0.029769959404600813,0.04081632653061224,564.0,22.0,717.0,24.0
0.41999999999999993,0.9623931623931624,0.9574829931972789,0.9599317988064792,0.029769959404600813,0.04251700680272109,563.0,22.0,717.0,25.0
0.42499999999999993,0.9623931623931624,0.9574829931972789,0.9599317988064792,0.029769959404600813,0.04251700680272109,563.0,22.0,717.0,25.0
0.42999999999999994,0.9623931623931624,0.9574829931972789,0.9599317988064792,0.029769959404600813,0.04251700680272109,563.0,22.0,717.0,25.0
0.43499999999999994,0.9623931623931624,0.9574829931972789,0.9599317988064792,0.029769959404600813,0.04251700680272109,563.0,22.0,717.0,25.0
0.43999999999999995,0.9623931623931624,0.9574829931972789,0.9599317988064792,0.029769959404600813,0.04251700680272109,563.0,22.0,717.0,25.0
0.44499999999999995,0.9623931623931624,0.9574829931972789,0.9599317988064792,0.029769959404600813,0.04251700680272109,563.0,22.0,717.0,25.0
0.44672317530469946,0.9623931623931624,0.9574829931972789,0.9599317988064792,0.029769959404600813,0.04251700680272109,563.0,22.0,717.0,25.0
0.4499999999999999,0.964041095890411,0.9574829931972789,0.9607508532423208,0.028416779431664412,0.04251700680272109,563.0,21.0,718.0,25.0
0.4549999999999999,0.964041095890411,0.9574829931972789,0.9607508532423208,0.028416779431664412,0.04251700680272109,563.0,21.0,718.0,25.0
0.4599999999999999,0.964041095890411,0.9574829931972789,0.9607508532423208,0.028416779431664412,0.04251700680272109,563.0,21.0,718.0,25.0
0.4624129414461641,0.964041095890411,0.9574829931972789,0.9607508532423208,0.028416779431664412,0.04251700680272109,563.0,21.0,718.0,25.0
0.4649999999999999,0.9673539518900344,0.9574829931972789,0.9623931623931624,0.02571041948579161,0.04251700680272109,563.0,19.0,720.0,25.0
0.4699999999999999,0.9673539518900344,0.9574829931972789,0.9623931623931624,0.02571041948579161,0.04251700680272109,563.0,19.0,720.0,25.0
0.4749999999999999,0.9673539518900344,0.9574829931972789,0.9623931623931624,0.02571041948579161,0.04251700680272109,563.0,19.0,720.0,25.0
0.4799999999999999,0.9673539518900344,0.9574829931972789,0.9623931623931624,0.02571041948579161,0.04251700680272109,563.0,19.0,720.0,25.0
0.48499999999999993,0.9673539518900344,0.9574829931972789,0.9623931623931624,0.02571041948579161,0.04251700680272109,563.0,19.0,720.0,25.0
0.48682759608683496,0.9673539518900344,0.9574829931972789,0.9623931623931624,0.02571041948579161,0.04251700680272109,563.0,19.0,720.0,25.0
0.48999999999999994,0.9690189328743546,0.9574829931972789,0.9632164242942686,0.02435723951285521,0.04251700680272109,563.0,18.0,721.0,25.0
0.49499999999999994,0.9690189328743546,0.9574829931972789,0.9632164242942686,0.02435723951285521,0.04251700680272109,563.0,18.0,721.0,25.0
0.49999999999999994,0.9690189328743546,0.9574829931972789,0.9632164242942686,0.02435723951285521,0.04251700680272109,563.0,18.0,721.0,25.0
0.5049999999999999,0.9690189328743546,0.9574829931972789,0.9632164242942686,0.02435723951285521,0.04251700680272109,563.0,18.0,721.0,25.0
0.5099999999999999,0.9690189328743546,0.9574829931972789,0.9632164242942686,0.02435723951285521,0.04251700680272109,563.0,18.0,721.0,25.0
0.5149999999999999,0.9690189328743546,0.9574829931972789,0.9632164242942686,0.02435723951285521,0.04251700680272109,563.0,18.0,721.0,25.0
0.5199999999999999,0.9690189328743546,0.9574829931972789,0.9632164242942686,0.02435723951285521,0.04251700680272109,563.0,18.0,721.0,25.0
0.5249999999999999,0.9690189328743546,0.9574829931972789,0.9632164242942686,0.02435723951285521,0.04251700680272109,563.0,18.0,721.0,25.0
0.5299999999999999,0.9690189328743546,0.9574829931972789,0.9632164242942686,0.02435723951285521,0.04251700680272109,563.0,18.0,721.0,25.0
0.530261908939425,0.9690189328743546,0.9574829931972789,0.9632164242942686,0.02435723951285521,0.04251700680272109,563.0,18.0,721.0,25.0
0.5349999999999999,0.9689655172413794,0.95578231292517,0.9623287671232876,0.02435723951285521,0.04421768707482993,562.0,18.0,721.0,26.0
0.5399999999999999,0.9689655172413794,0.95578231292517,0.9623287671232876,0.02435723951285521,0.04421768707482993,562.0,18.0,721.0,26.0
0.5416931801185808,0.9689655172413794,0.95578231292517,0.9623287671232876,0.02435723951285521,0.04421768707482993,562.0,18.0,721.0,26.0
0.5434352871255279,0.9689119170984456,0.9540816326530612,0.961439588688946,0.02435723951285521,0.04591836734693878,561.0,18.0,721.0,27.0
0.5449999999999999,0.9688581314878892,0.9523809523809523,0.9605488850771869,0.02435723951285521,0.047619047619047616,560.0,18.0,721.0,28.0
0.5499999999999999,0.9688581314878892,0.9523809523809523,0.9605488850771869,0.02435723951285521,0.047619047619047616,560.0,18.0,721.0,28.0
0.5549999999999999,0.9688581314878892,0.9523809523809523,0.9605488850771869,0.02435723951285521,0.047619047619047616,560.0,18.0,721.0,28.0
0.5599999999999999,0.9688581314878892,0.9523809523809523,0.9605488850771869,0.02435723951285521,0.047619047619047616,560.0,18.0,721.0,28.0
0.565,0.9688581314878892,0.9523809523809523,0.9605488850771869,0.02435723951285521,0.047619047619047616,560.0,18.0,721.0,28.0
0.57,0.9688581314878892,0.9523809523809523,0.9605488850771869,0.02435723951285521,0.047619047619047616,560.0,18.0,721.0,28.0
0.575,0.9688581314878892,0.9523809523809523,0.9605488850771869,0.02435723951285521,0.047619047619047616,560.0,18.0,721.0,28.0
0.58,0.9688581314878892,0.9523809523809523,0.9605488850771869,0.02435723951285521,0.047619047619047616,560.0,18.0,721.0,28.0
0.585,0.9688581314878892,0.9523809523809523,0.9605488850771869,0.02435723951285521,0.047619047619047616,560.0,18.0,721.0,28.0
0.59,0.9688581314878892,0.9523809523809523,0.9605488850771869,0.02435723951285521,0.047619047619047616,560.0,18.0,721.0,28.0
0.595,0.9688581314878892,0.9523809523809523,0.9605488850771869,0.02435723951285521,0.047619047619047616,560.0,18.0,721.0,28.0
0.6,0.9688581314878892,0.9523809523809523,0.9605488850771869,0.02435723951285521,0.047619047619047616,560.0,18.0,721.0,28.0
0.6002475030600669,0.9688581314878892,0.9523809523809523,0.9605488850771869,0.02435723951285521,0.047619047619047616,560.0,18.0,721.0,28.0
0.605,0.9688041594454073,0.9506802721088435,0.959656652360515,0.02435723951285521,0.04931972789115646,559.0,18.0,721.0,29.0
0.6097167092140788,0.9688041594454073,0.9506802721088435,0.959656652360515,0.02435723951285521,0.04931972789115646,559.0,18.0,721.0,29.0
0.61,0.9704861111111112,0.9506802721088435,0.9604810996563574,0.023004059539918808,0.04931972789115646,559.0,17.0,722.0,29.0
0.6120580090637179,0.9704861111111112,0.9506802721088435,0.9604810996563574,0.023004059539918808,0.04931972789115646,559.0,17.0,722.0,29.0
0.615,0.9704347826086956,0.9489795918367347,0.9595872742906277,0.023004059539918808,0.05102040816326531,558.0,17.0,722.0,30.0
0.6185698510561461,0.9704347826086956,0.9489795918367347,0.9595872742906277,0.023004059539918808,0.05102040816326531,558.0,17.0,722.0,30.0
0.6189194736539912,0.9703832752613241,0.9472789115646258,0.9586919104991394,0.023004059539918808,0.05272108843537415,557.0,17.0,722.0,31.0
